Date,Open,High,Low,Close,Adj Close,Volume
2023-06-15,51.459999084472656,51.7400016784668,50.599998474121094,51.56999969482422,50.588897705078125,153600
2023-06-16,51.720001220703125,51.869998931884766,51.130001068115234,51.66999816894531,50.6870002746582,538600
2023-06-20,51.61000061035156,51.97999954223633,51.400001525878906,51.52000045776367,50.53985595703125,117300
2023-06-21,51.369998931884766,52.34000015258789,50.849998474121094,52.130001068115234,51.138248443603516,101000
2023-06-22,52.02000045776367,52.38999938964844,51.56999969482422,51.939998626708984,50.95185852050781,106200
2023-06-23,52.0,54.119998931884766,52.0,52.380001068115234,51.38349533081055,197600
2023-06-26,52.439998626708984,53.2400016784668,52.439998626708984,52.63999938964844,51.63854217529297,100600
2023-06-27,52.779998779296875,53.0,52.22999954223633,52.619998931884766,51.618927001953125,74100
2023-06-28,52.470001220703125,53.04999923706055,52.34000015258789,52.970001220703125,51.9622688293457,77500
2023-06-29,52.88999938964844,54.0,52.88999938964844,53.2599983215332,52.24674606323242,79700
2023-06-30,53.36000061035156,53.38999938964844,52.91999816894531,52.959999084472656,51.952457427978516,73500
2023-07-03,52.61000061035156,53.5,52.61000061035156,53.220001220703125,52.2075080871582,43900
2023-07-05,52.93000030517578,52.93000030517578,52.08000183105469,52.52000045776367,51.52082824707031,110000
2023-07-06,52.15999984741211,52.66999816894531,51.93000030517578,52.529998779296875,51.530635833740234,108400
2023-07-07,52.459999084472656,52.91999816894531,52.15999984741211,52.33000183105469,51.334442138671875,106200
2023-07-10,52.20000076293945,53.130001068115234,52.13999938964844,52.599998474121094,51.59930419921875,81200
2023-07-11,52.63999938964844,53.29999923706055,52.58000183105469,53.13999938964844,52.1290283203125,109900
2023-07-12,53.38999938964844,54.06999969482422,53.34000015258789,53.59000015258789,52.57046890258789,68200
2023-07-13,53.56999969482422,54.130001068115234,53.380001068115234,53.88999938964844,52.86476135253906,60400
2023-07-14,53.709999084472656,54.09000015258789,53.06999969482422,53.720001220703125,52.697998046875,58400
2023-07-17,53.56999969482422,53.91999816894531,53.369998931884766,53.400001525878906,52.38408660888672,54900
2023-07-18,53.2400016784668,53.88999938964844,52.54999923706055,53.16999816894531,52.15846252441406,71400
2023-07-19,53.25,53.77000045776367,53.209999084472656,53.56999969482422,52.55084991455078,77000
2023-07-20,53.630001068115234,54.25,53.25,54.15999984741211,53.1296272277832,69900
2023-07-21,54.40999984741211,54.439998626708984,53.41999816894531,53.619998931884766,52.59990310668945,80900
2023-07-24,53.619998931884766,53.70000076293945,53.040000915527344,53.290000915527344,52.27617645263672,63800
2023-07-25,53.13999938964844,53.41999816894531,52.90999984741211,53.22999954223633,52.21731948852539,65300
2023-07-26,52.97999954223633,53.72999954223633,52.900001525878906,53.58000183105469,52.56066131591797,75000
2023-07-27,53.56999969482422,54.02000045776367,53.5099983215332,53.650001525878906,52.629329681396484,59200
2023-07-28,53.709999084472656,53.880001068115234,52.900001525878906,52.900001525878906,51.89359664916992,48300
2023-07-31,53.099998474121094,53.310001373291016,52.810001373291016,52.95000076293945,51.94264602661133,127200
2023-08-01,52.75,53.54999923706055,52.529998779296875,52.880001068115234,51.87398147583008,66700
2023-08-02,52.56999969482422,53.029998779296875,51.810001373291016,52.290000915527344,51.295204162597656,121200
2023-08-03,54.439998626708984,55.61000061035156,53.18000030517578,55.20000076293945,54.14984130859375,146300
2023-08-04,54.88999938964844,56.20000076293945,54.88999938964844,55.2599983215332,54.208702087402344,86000
2023-08-07,55.04999923706055,55.68000030517578,53.7400016784668,55.279998779296875,54.22832107543945,154100
2023-08-08,55.0099983215332,55.470001220703125,54.27000045776367,55.400001525878906,54.34603500366211,71400
2023-08-09,55.279998779296875,55.650001525878906,55.040000915527344,55.209999084472656,54.15964889526367,55800
2023-08-10,55.18000030517578,55.619998931884766,54.5099983215332,54.54999923706055,53.51220703125,56400
2023-08-11,54.34000015258789,55.0,54.150001525878906,54.81999969482422,53.777069091796875,65700
2023-08-14,54.459999084472656,54.459999084472656,53.779998779296875,53.97999954223633,53.3030891418457,47000
2023-08-15,53.720001220703125,53.849998474121094,53.290000915527344,53.61000061035156,52.93772888183594,46800
2023-08-16,53.470001220703125,53.90999984741211,53.220001220703125,53.29999923706055,52.631614685058594,63300
2023-08-17,53.25,53.599998474121094,53.150001525878906,53.2599983215332,52.59211349487305,87100
2023-08-18,53.04999923706055,53.709999084472656,52.779998779296875,52.84000015258789,52.17738723754883,83000
2023-08-21,52.88999938964844,52.939998626708984,52.06999969482422,52.150001525878906,51.49604034423828,88200
2023-08-22,52.0099983215332,52.20000076293945,51.52000045776367,51.7599983215332,51.11092758178711,57900
2023-08-23,51.59000015258789,52.040000915527344,51.5,51.91999816894531,51.268917083740234,62900
2023-08-24,51.709999084472656,52.08000183105469,51.220001220703125,51.27000045776367,50.627071380615234,89500
2023-08-25,51.25,51.68000030517578,51.25,51.5,50.85418701171875,64100
2023-08-28,51.650001525878906,52.16999816894531,51.650001525878906,51.7599983215332,51.11092758178711,132800
2023-08-29,51.75,51.849998474121094,51.40999984741211,51.630001068115234,50.98255920410156,108600
2023-08-30,51.459999084472656,52.22999954223633,51.22999954223633,52.16999816894531,51.515785217285156,84800
2023-08-31,52.0099983215332,52.47999954223633,51.54999923706055,51.58000183105469,50.93318557739258,108500
2023-09-01,51.58000183105469,52.29999923706055,51.58000183105469,51.779998779296875,51.13067626953125,67300
2023-09-05,51.400001525878906,51.400001525878906,50.459999084472656,50.619998931884766,49.98522186279297,117200
2023-09-06,50.75,51.04999923706055,50.08000183105469,50.369998931884766,49.73835754394531,120400
2023-09-07,50.369998931884766,50.369998931884766,49.45000076293945,49.59000015258789,48.968135833740234,129500
2023-09-08,50.84000015258789,51.849998474121094,50.04999923706055,50.36000061035156,49.72848892211914,122300
2023-09-11,50.400001525878906,51.22999954223633,50.400001525878906,50.689998626708984,50.054344177246094,80600
2023-09-12,50.68000030517578,51.09000015258789,50.54999923706055,50.72999954223633,50.093841552734375,63500
2023-09-13,50.5,50.61000061035156,50.22999954223633,50.27000045776367,49.63961410522461,80900
2023-09-14,50.34000015258789,51.11000061035156,50.34000015258789,50.900001525878906,50.261714935302734,69300
2023-09-15,50.900001525878906,51.099998474121094,50.08000183105469,50.22999954223633,49.60011672973633,349300
2023-09-18,50.380001068115234,51.869998931884766,50.380001068115234,51.529998779296875,50.88381576538086,193600
2023-09-19,51.5,52.08000183105469,51.400001525878906,51.70000076293945,51.05168151855469,66800
2023-09-20,51.66999816894531,52.15999984741211,51.38999938964844,51.40999984741211,50.76531982421875,77600
2023-09-21,51.16999816894531,51.66999816894531,50.81999969482422,51.439998626708984,50.79494094848633,143100
2023-09-22,51.31999969482422,51.7599983215332,51.279998779296875,51.31999969482422,50.67644500732422,67500
2023-09-25,51.20000076293945,51.689998626708984,51.20000076293945,51.310001373291016,50.66657257080078,93600
2023-09-26,51.150001525878906,51.470001220703125,50.869998931884766,50.93000030517578,50.29133605957031,100000
2023-09-27,51.02000045776367,51.720001220703125,51.02000045776367,51.40999984741211,50.76531982421875,62400
2023-09-28,51.310001373291016,52.20000076293945,51.310001373291016,51.7400016784668,51.09117889404297,118700
2023-09-29,51.790000915527344,52.27000045776367,51.599998474121094,52.119998931884766,51.46641159057617,96400
2023-10-02,52.0,52.25,51.70000076293945,51.95000076293945,51.298545837402344,104700
2023-10-03,51.900001525878906,52.25,51.709999084472656,51.81999969482422,51.1701774597168,71100
2023-10-04,51.689998626708984,52.25,51.5,52.060001373291016,51.40716552734375,100500
